query_id,item_id,engage_score,dt,quality,freshness,title_len,author_score,topic_match,hist_ctr,dwell_sec,share_rate,tag_n,tag_unique_n,catalog_type_n,bundle_seq_n,like_per_exp,share_per_exp,city_match,json_missing
3,I254,0,20260814,0.721548,0.421866,67.0,0.523524,0.685505,0.7823,22.879414,0.19443,8.0,1.0,2.0,5.0,0.132454,0.011941,0.0,0.0
3,I385,0,20260814,0.486112,0.289361,51.0,0.569391,0.323562,0.5827,13.3747,0.047248,5.0,5.0,3.0,3.0,0.082218,8.1e-05,0.0,0.0
4,I292,0,20260814,0.575371,0.238178,9.0,0.497888,0.282065,0.7547,7.139711,0.038539,6.0,1.0,3.0,3.0,0.079321,0.006321,1.0,0.0
4,I679,0,20260814,0.401642,0.192947,70.0,0.596323,0.0,0.5349,26.907798,0.025842,8.0,4.0,5.0,5.0,0.072748,0.016147,0.0,1.0
4,I438,0,20260814,0.721993,0.28688,50.0,0.641216,0.144975,0.7382,10.050799,0.055216,11.0,1.0,4.0,2.0,0.100657,0.014761,1.0,0.0
4,I152,0,20260814,0.554919,0.293229,79.0,0.401536,0.774323,0.61,19.571299,0.036114,5.0,5.0,3.0,1.0,0.080822,0.012118,1.0,0.0
4,I680,0,20260814,0.409914,0.278764,54.0,0.770976,0.542083,0.4934,28.143246,0.003068,2.0,2.0,3.0,6.0,0.034107,0.026337,0.0,0.0
4,I450,0,20260814,0.60662,0.41676,40.0,0.819651,0.475462,0.6279,17.101319,0.019521,5.0,4.0,5.0,8.0,0.128001,0.0,1.0,0.0
4,I417,1,20260814,0.653976,0.530499,23.0,0.620407,0.803858,0.6851,60.242287,0.030957,5.0,5.0,3.0,7.0,0.098633,0.002466,1.0,0.0
4,I121,0,20260814,0.473297,0.317327,41.0,0.684185,0.427301,0.5481,4.825621,0.054783,11.0,1.0,5.0,4.0,0.06849,0.0,0.0,0.0
5,I498,0,20260814,0.379917,0.313791,35.0,0.897906,0.225951,0.5389,24.047637,0.041808,9.0,3.0,5.0,6.0,0.073455,0.0,0.0,0.0
5,I251,0,20260814,0.694952,0.35463,37.0,0.483293,0.405757,0.6925,26.355786,0.094454,5.0,5.0,3.0,6.0,0.087561,0.013953,1.0,0.0
5,I182,0,20260814,0.043803,0.328735,49.0,0.074884,0.137482,0.363,20.717916,0.005082,1.0,1.0,3.0,8.0,0.025401,0.01091,0.0,0.0
5,I024,4,20260814,0.873065,0.333861,15.0,0.640389,0.785515,0.7882,10.747508,0.08244,11.0,5.0,3.0,5.0,0.115154,0.022697,1.0,0.0
5,I056,0,20260814,0.446466,0.400571,33.0,0.820927,0.333182,0.5284,21.563263,0.176198,2.0,2.0,1.0,5.0,0.04225,0.008689,0.0,0.0
5,I071,0,20260814,0.536311,0.373536,47.0,0.130142,0.048171,0.5805,19.501117,0.066393,3.0,3.0,3.0,7.0,0.09332,0.009312,1.0,0.0
5,I687,0,20260814,0.274967,0.275948,18.0,0.468806,0.771068,0.4419,2.161534,0.014818,2.0,2.0,3.0,5.0,0.035448,0.0,0.0,0.0
5,I509,0,20260814,0.736848,0.344881,76.0,0.494472,0.406484,0.7388,18.899475,0.065978,10.0,5.0,3.0,8.0,0.089714,0.019949,0.0,0.0
6,I589,0,20260814,0.429972,0.356119,18.0,0.611622,0.581622,0.56,47.081585,0.024927,3.0,3.0,1.0,1.0,0.055876,0.002342,0.0,0.0
6,I511,0,20260814,0.266983,0.345384,61.0,0.60648,0.677774,0.5367,20.226147,0.205379,3.0,2.0,1.0,4.0,0.027376,0.0,1.0,0.0
6,I103,0,20260814,0.205471,0.318544,36.0,0.543944,0.414753,0.4578,23.157651,0.007175,9.0,3.0,4.0,8.0,0.038761,0.006353,1.0,0.0
6,I587,1,20260814,0.812181,0.262461,72.0,0.965665,0.328715,0.7859,6.367995,0.102807,1.0,1.0,2.0,3.0,0.13273,0.008734,1.0,0.0
6,I176,0,20260814,0.470163,0.390451,33.0,0.165716,0.617981,0.588,19.503687,0.115169,10.0,4.0,4.0,5.0,0.128057,0.004851,1.0,0.0
6,I040,0,20260814,0.334114,0.347876,10.0,0.560906,0.392574,0.5369,5.781043,0.040039,1.0,1.0,2.0,5.0,0.065688,0.0,1.0,0.0
7,I066,0,20260814,0.264002,0.267372,77.0,0.080967,0.721548,0.4983,6.178149,0.028634,10.0,6.0,1.0,5.0,0.055008,0.0,1.0,0.0
7,I476,0,20260814,0.217009,0.279164,79.0,0.767175,0.443458,0.4294,10.492551,0.103082,6.0,4.0,2.0,3.0,0.064674,0.0,0.0,0.0
7,I052,0,20260814,0.382404,0.439893,15.0,0.266106,0.483071,0.6083,42.88827,0.239866,6.0,4.0,1.0,7.0,0.072337,0.0,0.0,0.0
7,I583,1,20260814,0.590249,0.351147,34.0,0.455067,0.283203,0.6261,25.265355,0.004675,10.0,5.0,3.0,3.0,0.061126,0.007727,1.0,0.0
7,I474,0,20260814,0.067321,0.401173,54.0,0.386832,0.255894,0.3835,12.349325,0.080209,6.0,3.0,2.0,1.0,0.0,0.017209,1.0,0.0
7,I286,0,20260814,0.199859,0.404439,79.0,0.662449,0.481495,0.4309,10.777639,0.012251,7.0,5.0,3.0,5.0,0.001275,0.0,0.0,0.0
7,I062,0,20260814,0.1957,0.33578,11.0,0.539776,0.146686,0.4524,7.98161,0.014286,2.0,2.0,5.0,7.0,0.017102,0.020081,1.0,0.0
8,I414,0,20260814,0.307794,0.389413,65.0,0.491216,0.425533,0.5293,44.972427,0.394386,7.0,4.0,4.0,7.0,0.043064,0.003844,1.0,0.0
8,I634,0,20260814,0.7577,0.333707,47.0,0.500452,0.427759,0.7674,7.471751,0.052959,1.0,1.0,4.0,3.0,0.097115,0.0,0.0,0.0
8,I672,0,20260814,0.408208,0.343255,35.0,0.156378,0.639507,0.5357,14.282287,0.053508,2.0,2.0,4.0,8.0,0.075891,0.011576,0.0,0.0
8,I077,0,20260814,0.68169,0.272823,32.0,0.240371,0.46394,0.749,14.387707,0.012033,3.0,1.0,4.0,6.0,0.11586,0.018623,0.0,0.0
8,I667,0,20260814,0.601357,0.368737,40.0,0.274027,0.31335,0.6342,61.23154,0.111875,11.0,3.0,1.0,1.0,0.09604,0.0,1.0,0.0
8,I680,0,20260814,0.409914,0.278764,54.0,0.770976,0.38617,0.4894,28.143246,0.003068,2.0,2.0,3.0,6.0,0.034107,0.026337,0.0,0.0
8,I521,0,20260814,0.240736,0.435327,38.0,0.53846,0.671465,0.4202,23.121455,0.024792,1.0,1.0,1.0,1.0,0.065616,0.004497,1.0,0.0
8,I350,4,20260814,0.613136,0.504339,14.0,0.712338,0.409164,0.6543,5.687868,0.143714,3.0,3.0,5.0,2.0,0.079785,0.007547,1.0,0.0
9,I062,0,20260814,0.1957,0.33578,11.0,0.539776,0.156917,0.4524,7.98161,0.014286,2.0,2.0,5.0,7.0,0.017102,0.020081,1.0,0.0
9,I148,0,20260814,0.178791,0.337883,71.0,0.732633,0.198706,0.4462,38.191388,0.018185,6.0,1.0,3.0,4.0,0.077171,0.0,0.0,0.0
9,I043,0,20260814,0.250297,0.287761,65.0,0.130023,0.099329,0.4426,11.393565,0.00387,10.0,5.0,3.0,4.0,0.061853,0.031193,0.0,0.0
9,I585,0,20260814,0.568532,0.297717,39.0,0.611448,0.268793,0.6529,11.755011,0.151598,5.0,3.0,2.0,7.0,0.078519,0.011191,1.0,0.0
9,I524,0,20260814,0.074575,0.291357,46.0,0.300742,0.316024,0.3516,14.621042,0.215018,5.0,3.0,4.0,3.0,0.032253,0.003981,1.0,0.0
9,I415,0,20260814,0.431874,0.290939,21.0,0.083961,0.443904,0.5578,9.526169,0.027416,10.0,3.0,5.0,3.0,0.059601,0.004015,1.0,0.0
9,I615,0,20260814,0.277291,0.267508,68.0,0.236489,0.601148,0.4201,26.309431,0.115827,8.0,1.0,5.0,1.0,0.065701,0.012721,1.0,0.0
9,I285,3,20260814,0.527054,0.443713,54.0,0.568858,0.680674,0.6607,12.500026,0.08578,11.0,4.0,1.0,2.0,0.071798,0.0,1.0,0.0
10,I276,0,20260814,0.244515,0.343824,67.0,0.550444,0.123756,0.4807,25.41377,0.10837,5.0,1.0,2.0,7.0,0.066278,0.013908,1.0,0.0
10,I077,0,20260814,0.68169,0.272823,32.0,0.240371,0.200623,0.745,14.387707,0.012033,3.0,1.0,4.0,6.0,0.11586,0.018623,0.0,0.0
10,I378,0,20260814,0.551167,0.17125,61.0,0.680556,0.775782,0.647,9.09659,0.040509,10.0,3.0,1.0,3.0,0.097174,0.0,1.0,0.0
10,I031,0,20260814,0.622599,0.312168,41.0,0.333992,0.333547,0.6445,52.713414,0.193109,8.0,3.0,4.0,5.0,0.129776,0.016434,0.0,0.0
10,I500,0,20260814,0.649821,0.47491,25.0,0.456762,0.618666,0.7218,11.015734,0.002595,5.0,4.0,5.0,3.0,0.10776,0.0,1.0,0.0
10,I599,0,20260814,0.142775,0.351536,21.0,0.59541,0.389827,0.4728,3.272685,0.023371,7.0,1.0,1.0,7.0,0.069387,0.01284,0.0,0.0
10,I388,1,20260814,0.505021,0.371741,16.0,0.573681,0.890272,0.6435,25.068619,0.002622,5.0,2.0,4.0,7.0,0.113384,0.018799,1.0,0.0
10,I012,0,20260814,0.390389,0.496129,57.0,0.672071,0.543035,0.5815,4.438318,0.068612,5.0,5.0,4.0,2.0,0.044017,0.0,0.0,0.0
11,I634,0,20260814,0.7577,0.333707,47.0,0.500452,0.307095,0.7634,7.471751,0.052959,1.0,1.0,4.0,3.0,0.097115,0.0,0.0,0.0
11,I363,0,20260814,0.57644,0.28846,26.0,0.411729,0.206198,0.6572,18.172911,0.123612,10.0,6.0,1.0,1.0,0.069479,0.0,0.0,0.0
11,I372,10,20260814,0.864146,0.296868,35.0,0.608401,0.689013,0.8011,15.671125,0.097576,5.0,5.0,3.0,7.0,0.106381,0.013424,0.0,0.0
11,I583,0,20260814,0.590249,0.351147,34.0,0.455067,0.400972,0.6221,25.265355,0.004675,10.0,5.0,3.0,3.0,0.061126,0.007727,0.0,0.0
11,I585,0,20260814,0.568532,0.297717,39.0,0.611448,0.316685,0.6529,11.755011,0.151598,5.0,3.0,2.0,7.0,0.078519,0.011191,1.0,0.0
11,I392,0,20260814,0.267656,0.181912,62.0,0.301723,0.293618,0.4832,26.541817,0.002833,2.0,2.0,3.0,8.0,0.053264,0.0,0.0,0.0
11,I195,0,20260814,0.540111,0.298087,45.0,0.340604,0.316483,0.5911,39.446478,0.263903,11.0,2.0,5.0,4.0,0.090404,0.0,1.0,0.0
11,I563,0,20260814,0.548077,0.306175,9.0,0.596953,0.422891,0.6342,26.296791,0.013729,1.0,1.0,5.0,7.0,0.083952,0.001925,0.0,0.0
12,I141,10,20260814,0.493143,0.286727,22.0,0.686037,0.484582,0.5885,5.389225,0.282842,8.0,4.0,1.0,5.0,0.091396,0.0,1.0,0.0
12,I698,0,20260814,0.207068,0.43084,9.0,0.399379,0.674179,0.4792,30.047726,0.046187,4.0,4.0,1.0,2.0,0.014058,0.002504,0.0,0.0
12,I507,0,20260814,0.453721,0.345014,73.0,0.834295,0.529082,0.5914,36.774425,0.044969,8.0,4.0,5.0,3.0,0.095289,0.013591,0.0,0.0
12,I368,0,20260814,0.478954,0.257889,73.0,0.669155,0.196522,0.5425,37.859542,0.227874,11.0,4.0,5.0,4.0,0.074067,0.0,0.0,0.0
12,I671,0,20260814,0.030692,0.357999,8.0,0.727329,0.0,0.3898,19.645388,0.048657,6.0,2.0,5.0,1.0,0.0,0.01813,0.0,1.0
12,I639,0,20260814,0.41757,0.269059,73.0,0.538147,0.595024,0.5721,53.236743,0.040189,6.0,1.0,4.0,8.0,0.035693,0.0,0.0,0.0
13,I243,0,20260814,0.308162,0.342094,28.0,0.208467,0.55438,0.5389,12.098003,0.012167,11.0,7.0,4.0,3.0,0.077935,0.0,0.0,0.0
13,I135,10,20260814,0.833796,0.342901,56.0,0.445604,0.707356,0.8657,8.101546,0.05664,8.0,3.0,1.0,1.0,0.126004,0.008661,1.0,0.0
13,I297,0,20260814,0.524336,0.309783,35.0,0.480737,0.135996,0.6385,18.563281,0.061126,4.0,4.0,4.0,1.0,0.075092,0.010595,1.0,0.0
13,I188,0,20260814,0.538702,0.302636,58.0,0.630836,0.670344,0.5939,16.766186,0.017967,4.0,4.0,3.0,3.0,0.07025,0.0,1.0,0.0
13,I351,0,20260814,0.176656,0.261495,47.0,0.532663,0.141339,0.4015,26.601733,0.203452,10.0,2.0,1.0,1.0,0.05543,0.010373,0.0,0.0
13,I024,0,20260814,0.873065,0.333861,15.0,0.640389,0.17523,0.7882,10.747508,0.08244,11.0,5.0,3.0,5.0,0.115154,0.022697,0.0,0.0
14,I220,0,20260814,0.591439,0.229015,12.0,0.719707,0.0,0.6802,14.608413,0.02199,9.0,5.0,4.0,7.0,0.075111,0.0,0.0,1.0
14,I339,3,20260814,0.5519,0.370883,53.0,0.468957,0.384819,0.6245,29.902453,0.026242,7.0,6.0,3.0,5.0,0.077683,0.0,1.0,0.0
14,I680,0,20260814,0.409914,0.278764,54.0,0.770976,0.0,0.4814,28.143246,0.003068,2.0,2.0,3.0,6.0,0.034107,0.026337,0.0,1.0
14,I028,0,20260814,0.086067,0.375355,74.0,0.75293,0.57275,0.3519,37.265105,0.025972,9.0,1.0,2.0,7.0,0.042596,0.0,1.0,0.0
14,I557,0,20260814,0.532215,0.409948,73.0,0.83605,0.166108,0.5907,7.631911,0.03635,1.0,1.0,2.0,3.0,0.042991,0.005868,0.0,0.0
14,I688,0,20260814,0.212348,0.288926,21.0,0.663601,0.456552,0.4518,34.546544,0.00853,7.0,3.0,2.0,2.0,0.050062,0.01402,1.0,0.0
15,I227,0,20260814,0.325225,0.206913,34.0,0.640916,0.0,0.5365,20.017,0.048405,8.0,4.0,5.0,5.0,0.043318,0.002938,0.0,1.0
15,I264,1,20260814,0.547478,0.334184,9.0,0.432513,0.625425,0.5886,18.591654,0.00493,6.0,6.0,3.0,8.0,0.091481,0.000386,1.0,0.0
15,I576,0,20260814,0.567642,0.212097,79.0,0.599474,0.450243,0.6265,8.628121,0.016465,11.0,3.0,5.0,5.0,0.030812,0.002015,1.0,0.0
15,I417,0,20260814,0.653976,0.530499,23.0,0.620407,0.817776,0.6891,60.242287,0.030957,5.0,5.0,3.0,7.0,0.098633,0.002466,0.0,0.0
15,I356,0,20260814,0.256248,0.17236,64.0,0.591008,0.713875,0.5432,16.878875,0.020763,5.0,5.0,1.0,5.0,0.051936,0.0,1.0,0.0
15,I414,0,20260814,0.307794,0.389413,65.0,0.491216,0.29293,0.5293,44.972427,0.394386,7.0,4.0,4.0,7.0,0.043064,0.003844,0.0,0.0
15,I673,0,20260814,0.559946,0.331423,55.0,0.576601,0.739947,0.6281,47.528767,0.090797,5.0,5.0,1.0,5.0,0.092388,0.010577,0.0,0.0
16,I491,0,20260815,0.183425,0.413243,79.0,0.572295,0.0,0.4349,7.339648,0.27181,7.0,4.0,5.0,6.0,0.044964,0.0,0.0,1.0
16,I074,0,20260815,0.626622,0.442781,77.0,0.621118,0.0,0.7355,9.887633,0.082731,8.0,4.0,5.0,2.0,0.129996,5.8e-05,0.0,1.0
16,I550,0,20260815,0.166161,0.415937,67.0,0.670434,0.543857,0.4769,12.315413,0.046401,6.0,6.0,5.0,5.0,0.070541,0.002427,1.0,0.0
16,I545,0,20260815,0.410631,0.308283,35.0,0.583892,0.0,0.5509,21.230753,0.056168,3.0,3.0,4.0,6.0,0.109191,0.008465,0.0,1.0
16,I486,0,20260815,0.828915,0.332146,32.0,0.210941,0.040192,0.7411,9.153528,0.032823,11.0,3.0,1.0,4.0,0.100609,0.024571,1.0,0.0
16,I280,0,20260815,0.048868,0.32161,74.0,0.499574,0.53187,0.3583,7.540628,0.081124,10.0,6.0,4.0,3.0,0.080084,0.018269,0.0,0.0
16,I534,4,20260815,0.881352,0.385518,56.0,0.739537,0.527445,0.8326,14.901778,0.075985,7.0,4.0,1.0,8.0,0.127193,0.006895,1.0,0.0
17,I354,10,20260815,0.578345,0.48994,52.0,0.45814,0.553509,0.6527,20.920606,0.067832,9.0,2.0,2.0,1.0,0.08977,0.005321,0.0,0.0
17,I447,0,20260815,0.394145,0.370607,58.0,0.927849,0.712407,0.5577,41.267225,0.070463,10.0,1.0,4.0,3.0,0.063223,0.011502,0.0,0.0
17,I525,0,20260815,0.501896,0.53658,54.0,0.561365,0.09353,0.6294,10.485391,0.050243,2.0,2.0,3.0,3.0,0.089937,0.014424,0.0,0.0
17,I097,0,20260815,0.392312,0.369974,55.0,0.598781,0.263608,0.5103,10.891399,0.005793,11.0,2.0,1.0,5.0,0.127192,0.007043,0.0,0.0
17,I594,0,20260815,0.305618,0.285021,40.0,0.91762,0.661632,0.4974,15.24875,0.034613,2.0,2.0,3.0,5.0,0.039372,0.011876,0.0,0.0
17,I013,0,20260815,0.305845,0.472226,69.0,0.666491,0.554466,0.4827,21.019794,0.088621,8.0,6.0,2.0,8.0,0.081955,0.033554,1.0,0.0
18,I450,4,20260815,0.60662,0.286627,40.0,0.819651,0.608588,0.6319,18.780304,0.115922,5.0,4.0,5.0,8.0,0.118316,0.0,1.0,0.0
18,I682,0,20260815,0.377178,0.334624,9.0,0.705478,0.667595,0.5425,21.420636,0.238897,7.0,5.0,4.0,5.0,0.108373,0.013389,1.0,0.0
18,I058,0,20260815,0.58434,0.33792,20.0,0.749605,0.401658,0.6275,30.555657,0.099269,2.0,1.0,3.0,6.0,0.084919,0.0,1.0,0.0
18,I037,0,20260815,0.6423,0.463007,72.0,0.968198,0.374711,0.6666,5.542255,0.050625,4.0,3.0,5.0,3.0,0.048013,0.000292,1.0,0.0
18,I543,0,20260815,0.14696,0.425562,14.0,0.608906,0.825547,0.4702,17.852828,0.098408,4.0,1.0,5.0,5.0,0.034541,0.022735,1.0,0.0
18,I699,0,20260815,0.65401,0.265842,46.0,0.142275,0.0,0.6783,15.182663,0.16312,8.0,4.0,4.0,5.0,0.067113,0.0,0.0,1.0
18,I160,0,20260815,0.601007,0.383039,74.0,0.889493,0.142912,0.6221,11.167918,0.169583,6.0,6.0,1.0,8.0,0.08789,0.0,0.0,0.0
19,I423,0,20260815,0.146652,0.400967,69.0,0.201602,0.634152,0.3949,25.138838,0.06484,7.0,3.0,3.0,4.0,0.060153,0.009438,0.0,0.0
19,I381,0,20260815,0.505572,0.362504,33.0,0.314901,0.188122,0.6246,20.391995,0.182464,1.0,1.0,5.0,6.0,0.096458,0.003443,1.0,0.0
19,I364,3,20260815,0.580929,0.415066,43.0,0.45968,0.840613,0.6687,7.212927,0.048592,11.0,3.0,4.0,2.0,0.117168,0.022848,1.0,0.0
19,I574,0,20260815,0.411022,0.401385,75.0,0.697281,0.222121,0.5186,35.119442,0.159355,6.0,5.0,2.0,6.0,0.073092,0.0,1.0,0.0
19,I346,0,20260815,0.430962,0.22971,24.0,0.635478,0.482024,0.5531,53.434306,0.122424,2.0,2.0,4.0,4.0,0.091611,0.011726,1.0,0.0
19,I013,0,20260815,0.305845,0.472226,69.0,0.666491,0.769251,0.4707,21.019794,0.088621,8.0,6.0,2.0,8.0,0.081955,0.033554,0.0,0.0
19,I672,0,20260815,0.408208,0.367048,35.0,0.156378,0.383624,0.5437,1.743465,0.125946,2.0,2.0,4.0,8.0,0.108429,0.0019,0.0,0.0
19,I195,0,20260815,0.540111,0.399688,45.0,0.340604,0.322536,0.5831,30.202743,0.005439,11.0,2.0,5.0,4.0,0.109106,0.0,1.0,0.0
20,I153,0,20260815,0.285892,0.299267,68.0,0.646296,0.488568,0.4936,15.597956,0.287115,6.0,5.0,5.0,4.0,0.078827,0.016671,1.0,0.0
20,I206,0,20260815,0.261155,0.522271,45.0,0.76506,0.572399,0.5246,11.302317,0.013146,1.0,1.0,1.0,7.0,0.066414,0.011508,0.0,0.0
20,I075,0,20260815,0.180399,0.284241,37.0,0.527577,0.158192,0.378,29.460567,0.09412,2.0,2.0,3.0,3.0,0.053121,0.017189,1.0,0.0
20,I218,0,20260815,0.765845,0.512819,27.0,0.836606,0.60503,0.7075,10.145806,0.13872,10.0,7.0,3.0,7.0,0.091284,0.009338,0.0,0.0
20,I239,0,20260815,0.26666,0.341648,71.0,0.925424,0.850102,0.4276,3.146176,0.072206,8.0,7.0,1.0,1.0,0.062993,0.007261,1.0,0.0
20,I442,0,20260815,0.518348,0.383728,34.0,0.757506,0.264574,0.6482,7.155986,0.083644,1.0,1.0,1.0,3.0,0.087705,0.016116,1.0,0.0
20,I614,1,20260815,0.607721,0.22723,22.0,0.688331,0.538734,0.6541,18.042885,0.093063,6.0,2.0,1.0,5.0,0.130769,0.006775,1.0,0.0
20,I627,0,20260815,0.182402,0.333471,40.0,0.764858,0.07405,0.3896,27.517491,0.228923,10.0,4.0,2.0,1.0,0.0353,0.005277,1.0,0.0
21,I388,4,20260815,0.505021,0.386598,16.0,0.573681,0.257853,0.6435,49.15312,0.127409,5.0,2.0,4.0,7.0,0.123107,0.0,1.0,0.0
21,I456,0,20260815,0.314408,0.461821,29.0,0.550982,0.192754,0.4769,17.288943,0.030293,7.0,2.0,4.0,1.0,0.054993,0.0,0.0,0.0
21,I195,0,20260815,0.540111,0.399688,45.0,0.340604,0.573064,0.5871,30.202743,0.005439,11.0,2.0,5.0,4.0,0.109106,0.0,0.0,0.0
21,I059,0,20260815,0.252282,0.333712,28.0,0.331797,0.513229,0.5123,26.766879,0.033643,11.0,4.0,2.0,7.0,0.076494,0.0,0.0,0.0
21,I595,0,20260815,0.524052,0.527716,36.0,0.251193,0.087543,0.5981,16.400963,0.071947,2.0,2.0,2.0,7.0,0.057943,0.01096,1.0,0.0
21,I382,0,20260815,0.212454,0.413171,32.0,0.577284,0.272879,0.4418,20.353669,0.202704,9.0,6.0,4.0,8.0,0.030152,0.014767,0.0,0.0
21,I276,0,20260815,0.244515,0.349613,67.0,0.550444,0.738822,0.4647,48.166293,0.103499,5.0,1.0,2.0,7.0,0.045975,0.010788,0.0,0.0
22,I394,0,20260815,0.21309,0.378351,17.0,0.846474,0.643151,0.4584,8.558409,0.253939,10.0,5.0,2.0,7.0,0.015116,0.010834,0.0,0.0
22,I058,0,20260815,0.58434,0.33792,20.0,0.749605,0.556182,0.6195,30.555657,0.099269,2.0,1.0,3.0,6.0,0.084919,0.0,0.0,0.0
22,I251,0,20260815,0.694952,0.329551,37.0,0.483293,0.343446,0.7045,20.085428,0.06833,5.0,5.0,3.0,6.0,0.134041,0.006976,0.0,0.0
22,I666,1,20260815,0.576963,0.304939,29.0,0.416617,0.73642,0.6658,3.385237,0.053132,5.0,1.0,3.0,6.0,0.092916,0.023481,1.0,0.0
22,I086,0,20260815,0.352052,0.300881,63.0,0.666683,0.350683,0.531,57.869222,0.131839,3.0,1.0,1.0,8.0,0.087068,0.001285,0.0,0.0
22,I023,0,20260815,0.210984,0.267869,44.0,0.837361,0.703208,0.5057,8.917818,0.072878,11.0,4.0,1.0,6.0,0.066157,0.006238,1.0,0.0
23,I215,0,20260815,0.351271,0.294509,46.0,0.486348,0.355025,0.486,33.276457,0.012286,9.0,3.0,5.0,3.0,0.04572,0.014654,1.0,0.0
23,I384,0,20260815,0.350125,0.415565,60.0,0.235483,0.839847,0.4501,17.73201,0.068398,2.0,2.0,2.0,1.0,0.092465,0.021322,1.0,0.0
23,I119,0,20260815,0.29339,0.202924,71.0,0.630475,0.36295,0.484,8.576206,0.043125,8.0,7.0,5.0,8.0,0.047424,0.013155,0.0,0.0
23,I637,0,20260815,0.469756,0.472581,15.0,0.258389,0.633217,0.595,41.104198,0.066218,3.0,1.0,3.0,7.0,0.061128,0.011663,1.0,0.0
23,I165,10,20260815,0.759351,0.422633,66.0,0.397416,0.523863,0.708,12.528833,0.027984,6.0,5.0,5.0,5.0,0.131792,0.014235,1.0,0.0
23,I320,0,20260815,0.545153,0.33008,52.0,0.582235,0.642089,0.6181,22.403382,0.177278,7.0,1.0,4.0,4.0,0.12584,0.0,0.0,0.0
23,I306,0,20260815,0.491372,0.407119,13.0,0.715176,0.149032,0.6624,69.738939,0.190417,10.0,2.0,1.0,6.0,0.048053,0.013769,1.0,0.0
24,I390,0,20260815,0.30889,0.370395,24.0,0.292725,0.543039,0.5244,4.7176,0.082163,6.0,2.0,1.0,4.0,0.060505,0.002215,1.0,0.0
24,I053,0,20260815,0.255385,0.130035,14.0,0.180919,0.185657,0.4842,2.915448,0.01564,11.0,5.0,3.0,3.0,0.043141,0.00036,1.0,0.0
