item_id,dt,quality,freshness,title_len,author_score,hist_ctr,dwell_sec,share_rate,tag_n,tag_unique_n,catalog_type_n,bundle_seq_n,like_per_exp,share_per_exp
I063,20260829,0.128949,0.445489,77.0,0.518813,0.368564,48.060262,0.038469,2.0,2.0,5.0,1.0,0.111575,0.008346
I064,20260829,0.350595,0.984942,32.0,0.319567,0.52974,15.634996,0.136312,8.0,1.0,4.0,5.0,0.073543,0.0033
I065,20260829,0.395627,0.328305,15.0,0.612349,0.539401,2.380039,0.028048,7.0,4.0,2.0,4.0,0.085803,0.00677
I066,20260829,0.392312,0.719514,79.0,0.652883,0.506488,10.556861,0.245286,2.0,2.0,3.0,2.0,0.110034,0.018736
I067,20260829,0.340909,0.820015,67.0,0.662966,0.523713,32.366863,0.067012,10.0,4.0,3.0,2.0,0.095575,0.011823
I068,20260829,0.270728,0.293528,10.0,0.866282,0.39758,1.617861,0.038193,5.0,2.0,3.0,3.0,0.101236,0.010547
I069,20260829,0.364295,0.51172,41.0,0.806619,0.494811,15.387991,0.013757,1.0,1.0,5.0,2.0,0.114724,0.019287
I070,20260829,0.329585,0.327483,70.0,0.798132,0.478656,25.378307,0.013395,11.0,6.0,1.0,4.0,0.122215,0.021842
I071,20260829,0.245184,0.661154,42.0,0.607955,0.445524,8.290821,0.163185,1.0,1.0,4.0,7.0,0.0,0.0
I072,20260829,0.796537,0.432422,28.0,0.756936,0.683326,11.824723,0.034132,4.0,4.0,3.0,4.0,0.1851,0.036664
I073,20260829,0.660768,0.42038,68.0,0.421207,0.619628,30.189699,0.086775,6.0,6.0,4.0,1.0,0.025834,0.012956
I074,20260829,0.392489,0.781772,26.0,0.725794,0.531718,15.267602,0.181191,2.0,2.0,4.0,2.0,0.076533,0.021447
I075,20260829,0.187853,0.408566,8.0,0.649364,0.387838,8.669558,0.09871,2.0,2.0,1.0,6.0,0.114415,0.02271
I076,20260829,0.50756,0.393725,47.0,0.608138,0.590328,18.735477,0.022779,10.0,5.0,4.0,8.0,0.200584,0.029213
I077,20260829,0.55418,1.0,15.0,0.30239,0.616576,13.035129,0.120495,5.0,1.0,2.0,6.0,0.191602,0.033083
I078,20260829,0.697072,0.557743,75.0,0.633511,0.662706,21.137206,0.070347,5.0,5.0,4.0,1.0,0.115322,0.02784
I079,20260829,0.667352,0.644702,57.0,0.74252,0.669357,30.533575,0.024871,3.0,3.0,5.0,3.0,0.160293,0.032581
I080,20260829,0.462529,0.554506,32.0,0.776399,0.568876,25.088608,0.079951,3.0,3.0,5.0,4.0,0.137575,0.029325
I081,20260829,0.29179,0.595079,16.0,0.524245,0.482835,17.695679,0.09694,3.0,3.0,5.0,8.0,0.118226,0.021562
I082,20260829,0.594451,0.357819,64.0,0.424401,0.612818,20.406389,0.0645,6.0,6.0,5.0,2.0,0.067707,0.032003
I083,20260829,0.232861,0.571506,28.0,0.507329,0.451471,5.846947,0.239162,1.0,1.0,2.0,5.0,0.094401,0.030249
I084,20260829,0.492642,0.606149,55.0,0.170585,0.577613,4.171244,0.019155,6.0,3.0,4.0,5.0,0.199648,0.029316
I085,20260829,0.180671,0.467834,30.0,0.462445,0.406002,5.501671,0.09109,4.0,4.0,3.0,8.0,0.046767,0.003437
I086,20260829,0.28728,0.575682,50.0,0.646812,0.489342,11.967239,0.141686,1.0,1.0,4.0,3.0,0.063376,0.02762
I087,20260829,0.677342,0.467764,33.0,0.532464,0.667009,28.736435,0.084091,10.0,6.0,4.0,3.0,0.149655,0.026987
I088,20260829,0.587924,0.578368,28.0,0.37263,0.622165,21.613211,0.127328,7.0,6.0,1.0,5.0,0.124332,0.032247
I089,20260829,0.662284,0.880025,11.0,0.323012,0.653492,7.073219,0.049934,9.0,1.0,3.0,2.0,0.180195,0.033648
I090,20260829,0.495127,0.332363,34.0,0.394471,0.528916,11.583722,0.099934,8.0,6.0,4.0,3.0,0.099916,0.010987
I091,20260829,0.147619,0.264311,31.0,0.693273,0.346413,30.517579,0.108367,3.0,3.0,3.0,6.0,0.10903,0.007002
I092,20260829,0.3234,0.566599,20.0,0.742502,0.474786,26.411931,0.048606,1.0,1.0,4.0,4.0,0.0733,0.023779
I093,20260829,0.437741,0.551127,43.0,0.308597,0.437941,26.195479,0.063226,2.0,2.0,3.0,4.0,0.147739,0.037208
I094,20260829,0.083565,0.209304,63.0,0.454849,0.360063,2.757697,0.156841,6.0,5.0,5.0,2.0,0.059285,0.012897
I095,20260829,0.147121,0.707094,72.0,0.428382,0.31319,19.301073,0.093772,6.0,1.0,3.0,8.0,0.152772,0.044801
I096,20260829,0.493143,0.411056,53.0,0.714804,0.569529,21.624912,0.102019,3.0,3.0,1.0,1.0,0.08031,0.029882
I097,20260829,0.484466,0.621783,63.0,0.397545,0.545301,48.322147,0.067771,7.0,5.0,4.0,8.0,0.086534,0.013141
I098,20260829,0.55773,0.495057,60.0,0.430554,0.59457,10.414033,0.028327,3.0,3.0,4.0,7.0,0.179262,0.033542
I099,20260829,0.413177,0.760142,56.0,0.518745,0.510622,7.569102,0.013852,6.0,3.0,1.0,7.0,0.065984,0.025904
I100,20260829,0.853944,0.160595,71.0,0.346644,0.687538,26.943663,0.13569,8.0,4.0,5.0,1.0,0.201106,0.043677
I101,20260829,0.69521,0.09193,28.0,0.794273,0.704394,3.203643,0.018004,5.0,5.0,2.0,5.0,0.13016,0.028534
I102,20260829,0.215958,0.35432,37.0,0.385541,0.440451,11.426011,0.02989,7.0,7.0,1.0,2.0,0.080823,0.02209
I103,20260829,0.216869,0.634399,38.0,0.659815,0.449508,36.134141,0.221177,8.0,6.0,4.0,4.0,0.09587,0.010105
I104,20260829,0.603818,0.526129,76.0,0.489183,0.620786,19.796287,0.014848,5.0,5.0,4.0,2.0,0.09494,0.019948
I105,20260829,0.277368,0.695154,10.0,0.435823,0.407108,10.688744,0.081282,7.0,3.0,3.0,8.0,0.065523,0.0
I106,20260829,0.49615,0.410124,13.0,0.328439,0.53804,29.424252,0.100726,1.0,1.0,1.0,5.0,0.022208,0.0
I107,20260829,0.441819,0.216217,36.0,0.731463,0.588838,57.199678,0.247251,9.0,7.0,1.0,3.0,0.106722,0.03303
I108,20260829,0.676607,0.417415,70.0,0.678629,0.640467,27.039038,0.05779,3.0,3.0,3.0,2.0,0.128986,0.022726
I109,20260829,0.694441,0.631079,66.0,0.708064,0.614586,26.234498,0.09579,10.0,1.0,4.0,3.0,0.129287,0.023568
I110,20260829,0.431483,0.93133,67.0,0.539075,0.557154,24.401548,0.088081,9.0,5.0,3.0,3.0,0.113176,0.013532
I111,20260829,0.248625,0.826136,74.0,0.802615,0.428565,6.815896,0.076028,4.0,3.0,4.0,6.0,0.056692,0.0
I112,20260829,0.190088,0.517432,47.0,0.608553,0.403324,23.001258,0.034184,11.0,7.0,1.0,5.0,0.041989,0.018967
I113,20260829,0.591966,0.442854,22.0,0.565724,0.57558,10.313726,0.037819,5.0,5.0,5.0,5.0,0.159693,0.024856
I114,20260829,0.699968,0.770088,60.0,0.489782,0.671224,21.114325,0.034861,7.0,5.0,5.0,3.0,0.138162,0.020337
I115,20260829,0.571525,0.567353,62.0,0.653799,0.609681,6.480073,0.011743,5.0,5.0,4.0,7.0,0.145579,0.023262
I116,20260829,0.866336,0.349095,42.0,0.136355,0.744586,10.198273,0.046488,1.0,1.0,3.0,4.0,0.110563,0.017949
I117,20260829,0.719136,0.0,8.0,0.535374,0.6676,14.880369,9e-05,6.0,4.0,3.0,2.0,0.058854,0.02384
I118,20260829,0.328151,0.485308,70.0,0.417595,0.493646,15.100367,0.058023,10.0,6.0,2.0,1.0,0.133955,0.008014
I119,20260829,0.096682,0.439173,76.0,0.174904,0.309497,12.732542,0.146866,11.0,3.0,5.0,1.0,0.035934,0.0046
I120,20260829,0.538107,0.789105,42.0,0.330744,0.60122,22.17167,0.079034,2.0,2.0,3.0,8.0,0.036455,0.018689
I121,20260829,0.403221,0.627363,14.0,0.289673,0.525929,18.520054,0.105976,8.0,1.0,4.0,7.0,0.113305,0.021801
I122,20260829,0.505429,0.381394,64.0,0.918063,0.619148,16.295502,0.284725,7.0,6.0,2.0,3.0,0.058546,0.008251
I123,20260829,0.230641,0.137234,50.0,0.476634,0.434016,1.0,0.069683,4.0,1.0,1.0,5.0,0.091239,0.0
I124,20260829,0.520398,0.0,15.0,0.83902,0.55223,3.8472,0.0423,10.0,3.0,3.0,4.0,0.117131,0.013334
I125,20260829,0.702527,0.217342,30.0,0.750096,0.683419,3.406125,0.049008,6.0,6.0,3.0,2.0,0.084261,0.015284
I126,20260829,0.592414,0.396549,72.0,0.623653,0.660137,23.943902,0.055114,7.0,3.0,2.0,2.0,0.026173,0.003219
I127,20260829,0.242506,0.635988,38.0,0.606585,0.421768,7.792406,0.204053,10.0,5.0,1.0,7.0,0.119907,0.024855
I128,20260829,0.265609,0.297839,16.0,0.872497,0.392414,34.854921,0.036627,8.0,4.0,2.0,3.0,0.064481,0.014941
I129,20260829,0.353854,0.421553,32.0,0.730902,0.439006,55.901156,0.05475,7.0,3.0,4.0,8.0,0.117135,0.010562
I130,20260829,0.306691,0.225877,41.0,0.821678,0.503929,29.820038,0.086695,3.0,3.0,3.0,2.0,0.116144,0.043557
I131,20260829,0.434056,0.725005,27.0,0.241724,0.523674,6.637297,0.157181,2.0,2.0,3.0,3.0,0.166067,0.04281
I132,20260829,0.653049,0.280074,73.0,0.653639,0.660272,10.309401,0.128131,4.0,2.0,3.0,1.0,0.153493,0.026241
I133,20260829,0.217468,0.812008,46.0,0.74949,0.443423,12.751794,0.016622,4.0,4.0,5.0,1.0,0.092876,0.015537
I134,20260829,0.5128,0.330297,23.0,0.125948,0.543451,19.507659,0.061442,10.0,6.0,1.0,8.0,0.116406,0.022231
I135,20260829,0.613565,0.685799,21.0,0.785985,0.62395,17.38498,0.131543,5.0,1.0,1.0,4.0,0.122237,0.00441
I136,20260829,0.247016,0.21583,15.0,0.576374,0.452917,49.555561,0.039915,5.0,5.0,5.0,8.0,0.045251,0.0
I137,20260829,0.204441,0.411003,29.0,0.522315,0.461269,19.344984,0.185414,4.0,4.0,1.0,1.0,0.101429,0.036019
I138,20260829,0.614981,0.38252,8.0,0.379955,0.649807,34.173073,0.212374,6.0,6.0,3.0,6.0,0.103341,0.017276
I139,20260829,0.397045,0.239852,21.0,0.623576,0.513855,42.039464,0.093261,1.0,1.0,1.0,4.0,0.133257,0.019502
I140,20260829,0.277575,0.482726,31.0,0.451724,0.37027,37.408368,0.049387,6.0,6.0,3.0,4.0,0.053737,0.010284
I141,20260829,0.785237,0.0,46.0,0.457191,0.682622,31.672234,0.01984,8.0,7.0,1.0,8.0,0.137113,0.019243
I142,20260829,0.288797,0.858789,32.0,0.217063,0.453345,23.367138,0.043689,5.0,5.0,4.0,8.0,0.055286,0.009843
I143,20260829,0.118155,0.741492,23.0,0.516095,0.330709,9.957214,0.055758,9.0,4.0,2.0,8.0,0.050557,0.020915
I144,20260829,0.607296,1.0,34.0,0.242221,0.563251,40.022481,0.162739,3.0,3.0,4.0,4.0,0.237425,0.014247
I145,20260829,0.852366,0.447549,16.0,0.495166,0.755123,22.057619,0.055641,9.0,2.0,2.0,6.0,0.092472,0.02568
I146,20260829,0.52494,0.52679,18.0,0.880837,0.607325,6.378192,0.101817,8.0,3.0,1.0,3.0,0.078943,0.031535
I147,20260829,0.747295,0.450087,65.0,0.280767,0.753946,18.317956,0.05672,9.0,1.0,1.0,2.0,0.126272,0.035577
I148,20260829,0.603603,0.567191,58.0,0.190434,0.603374,11.849108,0.163766,11.0,1.0,2.0,2.0,0.10382,0.037636
I149,20260829,0.105258,0.383068,65.0,0.688205,0.383603,35.923136,0.055693,2.0,2.0,1.0,2.0,0.088052,0.011835
I150,20260829,0.14768,0.185171,9.0,0.333102,0.380318,5.603666,0.120241,6.0,6.0,4.0,5.0,0.165521,0.034261
I151,20260829,0.535348,0.505679,79.0,0.189556,0.636786,6.720555,0.00833,8.0,5.0,5.0,8.0,0.082879,0.042982
I152,20260829,0.278479,0.378229,9.0,0.203982,0.453776,21.230832,0.116894,5.0,3.0,2.0,4.0,0.073885,0.024806
I153,20260829,0.24792,0.215243,21.0,0.612142,0.429315,28.22045,0.245938,8.0,6.0,2.0,2.0,0.089057,0.022587
I154,20260829,0.078806,0.386937,27.0,0.640916,0.35996,37.297968,0.261276,2.0,2.0,4.0,4.0,0.149685,0.023442
I155,20260829,0.335741,0.34843,10.0,0.663714,0.46466,30.906354,0.027919,6.0,4.0,3.0,5.0,0.105055,0.017905
I156,20260829,0.676084,0.456004,57.0,0.88619,0.624875,25.979812,0.245336,6.0,4.0,4.0,8.0,0.090931,0.013564
I157,20260829,0.498664,0.480141,58.0,0.620612,0.606377,2.48735,0.137609,3.0,1.0,3.0,2.0,0.088741,0.00346
I158,20260829,0.231526,0.472931,42.0,0.794269,0.410895,47.026618,0.219197,5.0,3.0,1.0,6.0,0.06491,0.012621
I159,20260829,0.520263,0.38798,37.0,0.635545,0.581516,11.156023,0.340241,3.0,2.0,5.0,4.0,0.129149,0.019676
I160,20260829,0.78162,0.74336,42.0,0.672015,0.722423,57.779272,0.263357,6.0,3.0,5.0,3.0,0.119715,0.031829
I161,20260829,0.399881,0.365496,65.0,0.460194,0.500509,49.407006,0.090659,11.0,4.0,4.0,7.0,0.099843,0.026602
I162,20260829,0.346159,0.427748,40.0,0.083306,0.489518,21.198976,0.065937,10.0,3.0,5.0,7.0,0.104655,0.018171
I163,20260829,0.563548,0.898848,41.0,0.875317,0.61724,4.921986,0.25401,10.0,6.0,1.0,8.0,0.123689,0.021731
I164,20260829,0.459408,0.57541,73.0,0.475174,0.581751,45.165309,0.031374,2.0,2.0,2.0,2.0,0.09185,0.029439
I165,20260829,0.704796,0.086634,67.0,0.464372,0.680955,12.051836,0.106512,11.0,6.0,4.0,3.0,0.164934,0.03674
I166,20260829,0.318377,0.613563,73.0,0.614645,0.492373,5.179762,0.047843,3.0,2.0,2.0,6.0,0.096036,0.033474
I167,20260829,0.236516,0.355921,28.0,0.640453,0.435872,27.191525,0.009549,1.0,1.0,5.0,1.0,0.044463,0.026307
I168,20260829,0.328985,0.5521,46.0,0.76537,0.49507,42.055943,0.04663,8.0,5.0,2.0,6.0,0.061666,0.010815
I169,20260829,0.571091,0.494605,8.0,0.730778,0.65047,7.266069,0.003711,6.0,6.0,1.0,6.0,0.114319,0.016769
I170,20260829,0.431113,0.815001,68.0,0.483293,0.574671,3.72867,0.074075,11.0,3.0,4.0,5.0,0.031708,0.0
I171,20260829,0.289314,0.440784,60.0,0.818391,0.420981,23.789405,0.052658,11.0,1.0,3.0,5.0,0.067548,0.026611
I172,20260829,0.353084,0.704443,56.0,0.523524,0.505495,51.302047,0.101717,8.0,1.0,2.0,5.0,0.115009,0.02548
I173,20260829,0.219225,0.702942,74.0,0.803669,0.408597,19.049423,0.13016,7.0,3.0,3.0,1.0,0.14628,0.018743
I174,20260829,0.502728,0.740919,29.0,0.631435,0.568657,35.321257,0.027796,4.0,3.0,4.0,2.0,0.144144,0.026323
I175,20260829,0.414457,0.292224,66.0,0.087379,0.503598,6.725917,0.062728,6.0,6.0,4.0,7.0,0.151435,0.046499
I176,20260829,0.302622,1.0,74.0,0.358512,0.521786,17.297,0.155944,5.0,5.0,2.0,2.0,0.065069,0.0
I177,20260829,0.689917,0.544675,70.0,0.806923,0.705008,21.256999,0.005812,1.0,1.0,2.0,4.0,0.157214,0.064835
I178,20260829,0.637368,0.276308,38.0,0.547857,0.596068,35.297627,0.049056,6.0,4.0,1.0,7.0,0.104593,0.010274
I179,20260829,0.254181,0.426166,55.0,0.333475,0.454451,31.921671,0.215826,2.0,2.0,5.0,5.0,0.046084,0.023067
I180,20260829,0.381198,0.293977,36.0,0.535233,0.463504,41.492026,0.181475,10.0,4.0,2.0,7.0,0.056769,0.034509
I181,20260829,0.595673,0.339843,57.0,0.873612,0.592517,42.710177,0.105164,6.0,5.0,4.0,1.0,0.107915,0.009879
I182,20260829,0.678078,0.741009,71.0,0.58581,0.683978,59.977323,0.038093,6.0,2.0,3.0,2.0,0.073545,0.008251
I183,20260829,0.479167,0.094214,19.0,0.734687,0.567016,17.905913,0.011918,5.0,3.0,4.0,7.0,0.152389,0.035726
I184,20260829,0.58312,0.184451,44.0,0.650887,0.62317,27.388342,0.026708,1.0,1.0,2.0,8.0,0.119959,0.038253
I185,20260829,0.566952,1.0,38.0,0.423791,0.570409,20.716725,0.009639,3.0,3.0,5.0,6.0,0.145641,0.031334
I186,20260829,0.782376,0.631521,70.0,0.306917,0.694012,25.352105,0.003143,6.0,3.0,3.0,5.0,0.202541,0.028137
I187,20260829,0.299543,0.435638,14.0,0.951762,0.425599,51.581679,0.069315,7.0,3.0,4.0,7.0,0.020605,0.00759
I188,20260829,0.428289,0.630665,72.0,0.870403,0.451177,23.362385,0.129087,6.0,4.0,5.0,8.0,0.113248,0.023864
I189,20260829,0.760861,0.74749,11.0,0.27694,0.697865,21.41091,0.317754,5.0,5.0,3.0,8.0,0.165225,0.024877
I190,20260829,0.4229,0.899295,30.0,0.734544,0.484556,28.753382,0.077594,8.0,4.0,4.0,3.0,0.0881,0.014898
I191,20260829,0.307341,0.628315,52.0,0.31277,0.423144,38.01992,0.103523,11.0,2.0,2.0,4.0,0.05197,0.010522
I192,20260829,0.322448,0.53203,20.0,0.531865,0.454039,42.437843,0.188889,1.0,1.0,2.0,4.0,0.152514,0.032446
I193,20260829,0.527054,0.825313,17.0,0.55365,0.574792,2.621346,0.137372,11.0,1.0,5.0,8.0,0.102188,0.029299
I194,20260829,0.752454,0.473013,46.0,0.676635,0.64624,22.293114,0.09137,5.0,5.0,3.0,6.0,0.156239,0.033711
I195,20260829,0.267372,0.256083,19.0,0.772332,0.448515,26.080407,0.077164,5.0,5.0,2.0,6.0,0.051504,0.01183
I196,20260829,0.532198,0.734052,32.0,0.301627,0.528299,21.496025,0.101226,3.0,3.0,3.0,2.0,0.056885,0.012193
I197,20260829,0.911959,0.649431,63.0,0.27657,0.807253,36.0784,0.168908,2.0,2.0,5.0,7.0,0.253099,0.031336
I198,20260829,0.374038,0.419496,76.0,0.405896,0.520008,20.509122,0.118343,5.0,5.0,5.0,8.0,0.138343,0.024222
I199,20260829,0.46217,0.778167,58.0,0.600288,0.551763,49.822043,0.194492,11.0,6.0,5.0,8.0,0.149902,0.044488
I200,20260829,0.291809,0.71993,59.0,0.595593,0.504714,25.780206,0.085242,9.0,6.0,5.0,2.0,0.134307,0.016913
I201,20260829,0.459183,0.630504,10.0,0.580296,0.587548,11.46606,0.064848,4.0,2.0,1.0,8.0,0.135312,0.025453
I202,20260829,0.482182,0.74424,38.0,0.635882,0.532167,1.225258,0.050372,1.0,1.0,4.0,2.0,0.116736,0.01701
I203,20260829,0.413339,0.72867,53.0,0.60095,0.466485,16.75926,0.037982,9.0,5.0,2.0,5.0,0.130956,0.021199
I204,20260829,0.355014,0.290475,71.0,0.265461,0.484099,35.57436,0.058335,2.0,2.0,4.0,6.0,0.114541,0.020838
I205,20260829,0.399002,0.26431,41.0,0.349468,0.52457,39.831785,0.046097,1.0,1.0,2.0,6.0,0.0,0.0
