item_id,dt,quality,freshness,title_len,author_score,hist_ctr,dwell_sec,share_rate,tag_n,tag_unique_n,catalog_type_n,bundle_seq_n,like_per_exp,share_per_exp
I186,20260831,0.782376,0.622081,70.0,0.306917,0.669449,1.957869,0.344204,6.0,3.0,3.0,5.0,0.183718,0.055778
I187,20260831,0.299543,0.427286,14.0,0.951762,0.357111,64.400895,0.063554,7.0,3.0,4.0,7.0,0.114707,0.015647
I188,20260831,0.428289,0.475573,72.0,0.870403,0.715822,22.880166,0.132,6.0,4.0,5.0,8.0,0.058795,0.050274
I189,20260831,0.760861,0.667008,11.0,0.27694,0.460504,9.780272,0.024305,5.0,5.0,3.0,8.0,0.19229,0.005725
I190,20260831,0.4229,0.894455,30.0,0.734544,0.363804,16.430427,0.17542,8.0,4.0,4.0,3.0,0.092038,0.022916
I191,20260831,0.307341,0.797027,52.0,0.31277,0.547638,14.847348,0.118088,11.0,2.0,2.0,4.0,0.095822,0.02485
I192,20260831,0.322448,0.666576,20.0,0.531865,0.542924,20.068319,0.052336,1.0,1.0,2.0,4.0,0.0,0.023036
I193,20260831,0.527054,0.437065,17.0,0.55365,0.491847,35.372848,0.133594,11.0,1.0,5.0,8.0,0.166819,0.043454
I194,20260831,0.752454,0.317124,46.0,0.676635,0.602811,58.785941,0.174649,5.0,5.0,3.0,6.0,0.158565,0.038545
I195,20260831,0.267372,0.201327,19.0,0.772332,0.348959,36.000365,0.15322,5.0,5.0,2.0,6.0,0.033731,0.02674
I196,20260831,0.532198,0.592439,32.0,0.301627,0.273448,10.924308,0.298494,3.0,3.0,3.0,2.0,0.0509,0.064415
I197,20260831,0.911959,0.742171,63.0,0.27657,0.543971,6.194282,0.259974,2.0,2.0,5.0,7.0,0.163074,0.036696
I198,20260831,0.374038,0.564678,76.0,0.405896,0.464644,11.644821,0.044692,5.0,5.0,5.0,8.0,0.181238,0.038001
I199,20260831,0.46217,0.634168,58.0,0.600288,0.484804,53.351483,0.032072,11.0,6.0,5.0,8.0,0.120461,0.009401
I200,20260831,0.291809,0.743704,59.0,0.595593,0.479999,6.11369,0.032317,9.0,6.0,5.0,2.0,0.095743,0.016967
I201,20260831,0.459183,0.710667,10.0,0.580296,0.315142,1.806362,0.144492,4.0,2.0,1.0,8.0,0.065174,0.017639
I202,20260831,0.482182,0.605078,38.0,0.635882,0.620895,28.732554,0.102138,1.0,1.0,4.0,2.0,0.100936,0.027237
I203,20260831,0.413339,0.940671,53.0,0.60095,0.45582,2.09677,0.129777,9.0,5.0,2.0,5.0,0.129504,0.02743
I204,20260831,0.355014,0.307097,71.0,0.265461,0.721488,1.913053,0.078682,2.0,2.0,4.0,6.0,0.108001,0.020739
I205,20260831,0.399002,0.276117,41.0,0.349468,0.16664,56.385423,0.05029,1.0,1.0,2.0,6.0,0.0,0.0
